StudyInstanceUID,fold
1.2.826.0.1.3680043.8.498.45454539422542821586939369440135728144,4
1.2.826.0.1.3680043.8.498.45462389009834095091353507592651342877,4
1.2.826.0.1.3680043.8.498.45463321406810606039579747001339703552,0
1.2.826.0.1.3680043.8.498.45491168638937605395466251659273753775,4
1.2.826.0.1.3680043.8.498.45504348071514081636909771148066956410,0
1.2.826.0.1.3680043.8.498.45519502487291848581539950159353124045,0
1.2.826.0.1.3680043.8.498.45625191292968830335971647388746041117,0
1.2.826.0.1.3680043.8.498.45630051398709774279703407401383545642,2
1.2.826.0.1.3680043.8.498.45644703214235636656820126625301033696,0
1.2.826.0.1.3680043.8.498.45678969592219293243366784683191701674,0
1.2.826.0.1.3680043.8.498.45755198489211010290512228906807170657,2
1.2.826.0.1.3680043.8.498.45768777378108699271714894225826640121,3
1.2.826.0.1.3680043.8.498.45811964949115542204306831813385709206,3
1.2.826.0.1.3680043.8.498.45862157701704991290669186265816463426,2
1.2.826.0.1.3680043.8.498.45865541491386404818767748310365919685,4
1.2.826.0.1.3680043.8.498.45868806544202339567395643235910857549,0
1.2.826.0.1.3680043.8.498.45894475516096841241467193775629362381,1
1.2.826.0.1.3680043.8.498.45968957856865486437256472516713628614,2
1.2.826.0.1.3680043.8.498.46001596547902477402837300565271742663,2
1.2.826.0.1.3680043.8.498.46016776602328665980436110567854612595,1
1.2.826.0.1.3680043.8.498.46036209147177723970966724006242055397,2
1.2.826.0.1.3680043.8.498.46051119885630602872050329412008545893,4
1.2.826.0.1.3680043.8.498.46052469424267861803032899866428547156,3
1.2.826.0.1.3680043.8.498.46123761840464615814604226041496278995,3
1.2.826.0.1.3680043.8.498.46172451572836863687073454997158931662,3
1.2.826.0.1.3680043.8.498.46222691720198967161306520058359099856,2
1.2.826.0.1.3680043.8.498.46228189366201925238527911905072482095,2
1.2.826.0.1.3680043.8.498.46259494895672269475940484605821837768,1
1.2.826.0.1.3680043.8.498.46268820642949526111807948525363811264,1
1.2.826.0.1.3680043.8.498.46282234455466954264170065462242039568,0
1.2.826.0.1.3680043.8.498.46297226877524853395345229615300658523,1
1.2.826.0.1.3680043.8.498.46305694398420300356121078124030126469,4
1.2.826.0.1.3680043.8.498.46309540159823359540686782651264853894,0
1.2.826.0.1.3680043.8.498.46335849264221717416382765091672040855,3
1.2.826.0.1.3680043.8.498.46407639440476738746130651250276012493,3
1.2.826.0.1.3680043.8.498.46427879286435198611282055405541286766,0
1.2.826.0.1.3680043.8.498.46452612704507986055186132736451572677,1
1.2.826.0.1.3680043.8.498.46491051379327985199309365945879841064,1
1.2.826.0.1.3680043.8.498.46506161284114284997220751358509505380,1
1.2.826.0.1.3680043.8.498.46658713832425741743740258795376270265,2
1.2.826.0.1.3680043.8.498.46700895961751940291334058396794206479,1
1.2.826.0.1.3680043.8.498.46713978512945139851373191422321462143,3
1.2.826.0.1.3680043.8.498.46715670142711601593792518196789347552,3
1.2.826.0.1.3680043.8.498.46745172905542117506863575411125924241,3
1.2.826.0.1.3680043.8.498.46770589129181839292542004762882468541,0
1.2.826.0.1.3680043.8.498.46776367027887983105817631582518625639,3
1.2.826.0.1.3680043.8.498.46797419946872257347118338518757027995,0
1.2.826.0.1.3680043.8.498.46825768767498441994570613185981335949,1
1.2.826.0.1.3680043.8.498.46842734152337184482152392783260161845,3
1.2.826.0.1.3680043.8.498.46884541791777826238103426426267571657,4
1.2.826.0.1.3680043.8.498.46893956584698923808118623450380169212,4
1.2.826.0.1.3680043.8.498.46909729013880708074310736136355969956,1
1.2.826.0.1.3680043.8.498.46925959240037679795735705370016021232,4
1.2.826.0.1.3680043.8.498.47004674612174010017653097242531940431,2
1.2.826.0.1.3680043.8.498.47036446751578280498105392189811189787,2
1.2.826.0.1.3680043.8.498.47061252152535181371772020997295000029,2
1.2.826.0.1.3680043.8.498.47063694709201049930726855357000925037,2
1.2.826.0.1.3680043.8.498.47080537724499166054609508776778189902,0
1.2.826.0.1.3680043.8.498.47094981922544354899183959858078311972,0
1.2.826.0.1.3680043.8.498.47130872195336642107576758658144949813,1
1.2.826.0.1.3680043.8.498.47239511009810375185594384849101241004,2
1.2.826.0.1.3680043.8.498.47255564202539432049700324486197024855,1
1.2.826.0.1.3680043.8.498.47267174205472073784818634988669693642,2
1.2.826.0.1.3680043.8.498.47268599732083036147289040424392838620,4
1.2.826.0.1.3680043.8.498.47336007784831556446570294227732688335,3
1.2.826.0.1.3680043.8.498.47339093185444044578247608022398494955,4
1.2.826.0.1.3680043.8.498.47391919345230380216864709248400573953,0
1.2.826.0.1.3680043.8.498.47449893776425045020340604662487159684,0
1.2.826.0.1.3680043.8.498.47465512474718256570933149642267926825,3
1.2.826.0.1.3680043.8.498.47495385306095610608327984787779011133,4
1.2.826.0.1.3680043.8.498.47531034194300620953276025401018051246,2
1.2.826.0.1.3680043.8.498.47651715105501347255071941051553742767,2
1.2.826.0.1.3680043.8.498.47655269404919497034805209368250028981,0
1.2.826.0.1.3680043.8.498.47666607805434428477774854287399691400,2
1.2.826.0.1.3680043.8.498.47678121014268671436574141288012829166,1
1.2.826.0.1.3680043.8.498.47707670074001059720671838493302874710,0
1.2.826.0.1.3680043.8.498.47753549323738763346112850705924843959,1
1.2.826.0.1.3680043.8.498.47784065888386216103165400551121771174,3
1.2.826.0.1.3680043.8.498.47855330524708374523226349383799712473,1
1.2.826.0.1.3680043.8.498.47864423097056282241181943425451597067,0
1.2.826.0.1.3680043.8.498.47870074144891988520855535250618228390,4
1.2.826.0.1.3680043.8.498.47921753480592595198052407850568677187,4
1.2.826.0.1.3680043.8.498.47925688677871325890380893763458019552,4
1.2.826.0.1.3680043.8.498.47949251060660360953300340380324578835,0
1.2.826.0.1.3680043.8.498.48033467661219494489168041469309669510,0
1.2.826.0.1.3680043.8.498.48068031587855513429324313927339963541,1
1.2.826.0.1.3680043.8.498.48141366506505611287110229972010695331,2
1.2.826.0.1.3680043.8.498.48160569779413970442472500116176876660,2
1.2.826.0.1.3680043.8.498.48308485987218296338173512060246238691,0
1.2.826.0.1.3680043.8.498.48348615349418615469875801439348424274,1
1.2.826.0.1.3680043.8.498.48367523758673249284754003765836877239,1
1.2.826.0.1.3680043.8.498.48368929760320103375578806071106317953,3
1.2.826.0.1.3680043.8.498.48417903971145834309474934717837250776,3
1.2.826.0.1.3680043.8.498.48435973333068748044485658920315789799,4
1.2.826.0.1.3680043.8.498.48486018503198264262324670490116120612,3
1.2.826.0.1.3680043.8.498.48520238688122533624681796433258211236,3
1.2.826.0.1.3680043.8.498.48521453765449688946535921546652765399,3
1.2.826.0.1.3680043.8.498.48531746264504523370547117933271161633,3
1.2.826.0.1.3680043.8.498.48564780460694033783288540237012068889,3
1.2.826.0.1.3680043.8.498.48658459018915173972212724570862424208,0
1.2.826.0.1.3680043.8.498.48697800450463192944610588533290320545,0
1.2.826.0.1.3680043.8.498.48750912584073496502856009873745362236,2
1.2.826.0.1.3680043.8.498.48771187298294322173131630438467163244,4
1.2.826.0.1.3680043.8.498.48780598610511011488578963416186905560,2
1.2.826.0.1.3680043.8.498.48784244479029704181755878324450207126,1
1.2.826.0.1.3680043.8.498.48818931767017230678539144135307491171,0
1.2.826.0.1.3680043.8.498.48829151552094424673693975665028690142,4
1.2.826.0.1.3680043.8.498.48855562507887692822284056171390459619,0
1.2.826.0.1.3680043.8.498.48872083192774100826667097552356058756,2
1.2.826.0.1.3680043.8.498.48918090379630186340047006216221526186,4
1.2.826.0.1.3680043.8.498.48933020429865163393792899740045803587,2
1.2.826.0.1.3680043.8.498.48946580946665031852355005294734101132,2
1.2.826.0.1.3680043.8.498.48977699132767849812826572970218325717,1
1.2.826.0.1.3680043.8.498.49025249926859976858200443939208207124,3
1.2.826.0.1.3680043.8.498.49047255106144196602523585429683869547,2
1.2.826.0.1.3680043.8.498.49048739684287632681242054218807611262,4
1.2.826.0.1.3680043.8.498.49054454369199540406654153762248931799,0
1.2.826.0.1.3680043.8.498.49094276335794811195117175603556929507,0
1.2.826.0.1.3680043.8.498.49163335688297423808344168197551387860,2
1.2.826.0.1.3680043.8.498.49186859342644783675130322288585477727,4
1.2.826.0.1.3680043.8.498.49219586198038249030222134813685536295,2
1.2.826.0.1.3680043.8.498.49287143478474218875661109488367501329,0
1.2.826.0.1.3680043.8.498.49347024975371539869871751159907613638,3
1.2.826.0.1.3680043.8.498.49379034023506626029648394840207360925,2
1.2.826.0.1.3680043.8.498.49394404966674633152360206835416205330,4
1.2.826.0.1.3680043.8.498.49441835811239898312243678447796777305,4
1.2.826.0.1.3680043.8.498.49443962795025989994487968185070137217,2
1.2.826.0.1.3680043.8.498.49481811111224238761880576486796603139,3
1.2.826.0.1.3680043.8.498.49492260217998945587168161555623476238,0
1.2.826.0.1.3680043.8.498.49495644703047055149965226028097259207,0
1.2.826.0.1.3680043.8.498.49500752658775616590911569693817273205,4
1.2.826.0.1.3680043.8.498.49575149159425506211571562732929634662,3
1.2.826.0.1.3680043.8.498.49583348226932515919984811293816232513,1
1.2.826.0.1.3680043.8.498.49603554452147117475589797389254733654,2
1.2.826.0.1.3680043.8.498.49660659440268002826070581802625582554,1
1.2.826.0.1.3680043.8.498.49679916686449433962263937489400526112,2
1.2.826.0.1.3680043.8.498.49703744074809050221928706774732375079,3
1.2.826.0.1.3680043.8.498.49818874332345742217581267858748819921,0
1.2.826.0.1.3680043.8.498.49847104080351361589960954776757484668,3
1.2.826.0.1.3680043.8.498.49850672111501136862025523789202033809,1
1.2.826.0.1.3680043.8.498.49855677166670499939366963036804180912,3
1.2.826.0.1.3680043.8.498.49866252311077397175807461727885923657,1
1.2.826.0.1.3680043.8.498.49880369313850883713947031303955494125,0
1.2.826.0.1.3680043.8.498.49884243466758407760126403944842240776,1
1.2.826.0.1.3680043.8.498.49887758195164927372912584780941789021,0
1.2.826.0.1.3680043.8.498.49926524898703962863714803838421958913,3
1.2.826.0.1.3680043.8.498.49942556484410764813681696157580687854,0
1.2.826.0.1.3680043.8.498.49984662916977328110175445895515541267,1
1.2.826.0.1.3680043.8.498.50051845967696843074391018845332480653,0
1.2.826.0.1.3680043.8.498.50069224337753933811759198830086956116,4
1.2.826.0.1.3680043.8.498.50073674465735509400964384004695041387,2
1.2.826.0.1.3680043.8.498.50089015780087008332657793589955395952,1
1.2.826.0.1.3680043.8.498.50107479256735739327080544431929221135,1
1.2.826.0.1.3680043.8.498.50109255875403812845391217314726500341,0
1.2.826.0.1.3680043.8.498.50144715912379960437506930683683218333,0
1.2.826.0.1.3680043.8.498.50182378358892377789975570268512056553,1
1.2.826.0.1.3680043.8.498.50183004658202912273462671442829139110,2
1.2.826.0.1.3680043.8.498.50215409013618353346619153290049205718,4
1.2.826.0.1.3680043.8.498.50220991646207533313828550949660577504,3
1.2.826.0.1.3680043.8.498.50248717336781045512984550029203786086,3
1.2.826.0.1.3680043.8.498.50259348432783983788186173025555513832,4
1.2.826.0.1.3680043.8.498.50261788831539215224639813005933285052,0
1.2.826.0.1.3680043.8.498.50287512028986928372350279452197816661,2
1.2.826.0.1.3680043.8.498.50318760104506317341991314680640521601,0
1.2.826.0.1.3680043.8.498.50342726517205151681842826322659275894,3
1.2.826.0.1.3680043.8.498.50392110746914984873009735588879049321,1
1.2.826.0.1.3680043.8.498.50424421287869498746932271082980000521,2
1.2.826.0.1.3680043.8.498.50458745240631577290185672298591447264,4
1.2.826.0.1.3680043.8.498.50487158921933419035809338652990508020,3
1.2.826.0.1.3680043.8.498.50501020658943435430736717390350999395,2
1.2.826.0.1.3680043.8.498.50512021577184367495598050974910055550,4
1.2.826.0.1.3680043.8.498.50571692547974449396635351108344029536,4
1.2.826.0.1.3680043.8.498.50648934951234229265309905009982297515,1
1.2.826.0.1.3680043.8.498.50666048236278074641860077012751071758,2
1.2.826.0.1.3680043.8.498.50667444467788034101157821576803778774,4
1.2.826.0.1.3680043.8.498.50680622091377404463269575858175673158,2
1.2.826.0.1.3680043.8.498.50687743970686088872471288288960579306,4
1.2.826.0.1.3680043.8.498.50689256431939553935971505794681061679,4
1.2.826.0.1.3680043.8.498.50694733929204626284366818623993960684,3
1.2.826.0.1.3680043.8.498.50707407856055788475528375847872674241,0
1.2.826.0.1.3680043.8.498.50777252749942894325007417893973309310,4
1.2.826.0.1.3680043.8.498.50780438941220579448947609376330661130,0
1.2.826.0.1.3680043.8.498.50810596378229719761556926464290468652,2
1.2.826.0.1.3680043.8.498.50813123035221058777203670043892828582,1
1.2.826.0.1.3680043.8.498.50819987120895374623148160166392914169,3
1.2.826.0.1.3680043.8.498.50823279853002320074080586693604976784,4
1.2.826.0.1.3680043.8.498.50844227724977857739867646104945090414,1
1.2.826.0.1.3680043.8.498.50848799900564667487859253004538870622,1
1.2.826.0.1.3680043.8.498.50880891504121357724276091096406248845,2
1.2.826.0.1.3680043.8.498.50882628969985977810341532747520504841,3
1.2.826.0.1.3680043.8.498.50935247372419775856440294835587827419,1
1.2.826.0.1.3680043.8.498.50969691234820675847736765735133138324,4
1.2.826.0.1.3680043.8.498.50980137249034338585131194965993785201,3
1.2.826.0.1.3680043.8.498.51006813205605862503064447831381009425,1
1.2.826.0.1.3680043.8.498.51054592064718900209123281525185013961,3
1.2.826.0.1.3680043.8.498.51059575642903646008860869691477305022,2
1.2.826.0.1.3680043.8.498.51126807380879212261057967703844943102,1
1.2.826.0.1.3680043.8.498.51143994849141407980459861759302509053,3
1.2.826.0.1.3680043.8.498.51179760508587500025973916664101120069,3
1.2.826.0.1.3680043.8.498.51215847567976999838748705030071176367,2
1.2.826.0.1.3680043.8.498.51297777726540529860433097009654453742,3
1.2.826.0.1.3680043.8.498.51351386796317851725461803790273870995,2
1.2.826.0.1.3680043.8.498.51379389400506715529323532959275254794,2
1.2.826.0.1.3680043.8.498.51426696939581135481763379246368970360,4
1.2.826.0.1.3680043.8.498.51427159850769972151411336025891779423,1
1.2.826.0.1.3680043.8.498.51429653138043597611341459799295143598,4
1.2.826.0.1.3680043.8.498.51469564445249084310991187819410005207,2
1.2.826.0.1.3680043.8.498.51509214978951980397275258374070843967,3
1.2.826.0.1.3680043.8.498.51536234256866063100891626028999490545,4
1.2.826.0.1.3680043.8.498.51581188134109925758379838961317006116,4
1.2.826.0.1.3680043.8.498.51676679394093588751371807453793655464,4
1.2.826.0.1.3680043.8.498.51684117251092766010524179062007524257,4
1.2.826.0.1.3680043.8.498.51752963441899958127321113249182970131,3
1.2.826.0.1.3680043.8.498.51768733026033198941231586462443503827,4
1.2.826.0.1.3680043.8.498.51770131897828080663537020812721042704,0
1.2.826.0.1.3680043.8.498.51782185934115000642557689300687723099,2
1.2.826.0.1.3680043.8.498.51809092313496476873962641559638828608,3
1.2.826.0.1.3680043.8.498.51813125531970590883098432751115674643,3
1.2.826.0.1.3680043.8.498.51828180600648126726057100018010765613,3
1.2.826.0.1.3680043.8.498.51831304809871808790657397599860793132,1
1.2.826.0.1.3680043.8.498.51837740845904075589194479205218060915,1
1.2.826.0.1.3680043.8.498.51867133375333949773527521703402111601,4
1.2.826.0.1.3680043.8.498.51886877282987244004912794726043055730,1
1.2.826.0.1.3680043.8.498.51910852739185117358682097116614556910,1
1.2.826.0.1.3680043.8.498.51917043703891091519740084517167861965,4
1.2.826.0.1.3680043.8.498.51970198810758997428998886534742243215,3
1.2.826.0.1.3680043.8.498.51981019698056120061499970572334688555,3
1.2.826.0.1.3680043.8.498.51985313438970133264846259111827877590,4
1.2.826.0.1.3680043.8.498.52010165788889734743850946282043771445,3
1.2.826.0.1.3680043.8.498.52010826440192227660457107121818389761,2
1.2.826.0.1.3680043.8.498.52046170319252016846878355722404423329,0
1.2.826.0.1.3680043.8.498.52059522418267239652374290810994711032,3
1.2.826.0.1.3680043.8.498.52067134682915759489080529708019359378,2
1.2.826.0.1.3680043.8.498.52098249444968803324423421624756966294,4
1.2.826.0.1.3680043.8.498.52110163572817528199125320120779141456,2
1.2.826.0.1.3680043.8.498.52132258638267172087240021957310219977,2
1.2.826.0.1.3680043.8.498.52138967568492774495485454357106269286,0
1.2.826.0.1.3680043.8.498.52140911874747534807033188343849537207,3
1.2.826.0.1.3680043.8.498.52204390785696944340286127542242341202,3
1.2.826.0.1.3680043.8.498.52330656126848153803758928167944040055,0
1.2.826.0.1.3680043.8.498.52347547859131274836026480407333415929,1
1.2.826.0.1.3680043.8.498.52390908285903728334239836699232920065,2
1.2.826.0.1.3680043.8.498.52409113683924904563676007800283978062,3
1.2.826.0.1.3680043.8.498.52435631723314823200374985065756182593,2
1.2.826.0.1.3680043.8.498.52437948508356178175558637950043479411,4
1.2.826.0.1.3680043.8.498.52456272643822591755257802747431239152,4
1.2.826.0.1.3680043.8.498.52475562989926669452280424331791927661,1
1.2.826.0.1.3680043.8.498.52499379042723926379822784411787551701,1
1.2.826.0.1.3680043.8.498.52520288400853832269613213204540385687,4
1.2.826.0.1.3680043.8.498.52558822670236188507569589448789513993,4
1.2.826.0.1.3680043.8.498.52599302991259061057950834864441634066,3
1.2.826.0.1.3680043.8.498.52636981391578580436180193211113340410,4
1.2.826.0.1.3680043.8.498.52639459702574533721011212286428487650,2
1.2.826.0.1.3680043.8.498.52745530063404662086111315503240395535,1
1.2.826.0.1.3680043.8.498.52785983814702054185130109942936184688,4
1.2.826.0.1.3680043.8.498.52844966504845792334740560021996858939,4
1.2.826.0.1.3680043.8.498.52846023545870016653608198538437574931,2
1.2.826.0.1.3680043.8.498.52846236545327527967419125989598675101,3
1.2.826.0.1.3680043.8.498.52849154011665864497632297320961015159,0
1.2.826.0.1.3680043.8.498.52937412433120578046842194545406797236,0
1.2.826.0.1.3680043.8.498.52985748674486376309978868177895755694,4
1.2.826.0.1.3680043.8.498.53025489296610571044246428509154950855,4
1.2.826.0.1.3680043.8.498.53076472372145933727990308381815269368,3
1.2.826.0.1.3680043.8.498.53078461307849490495536549806091931824,4
1.2.826.0.1.3680043.8.498.53080172184945962593713560671746700445,4
1.2.826.0.1.3680043.8.498.53094450151502907325041400000717725711,0
1.2.826.0.1.3680043.8.498.53114802640679819441521055029024037716,0
1.2.826.0.1.3680043.8.498.53131430415327479511358970615140982847,3
1.2.826.0.1.3680043.8.498.53137953094305471774552883960361922832,0
1.2.826.0.1.3680043.8.498.53156118232564605912649705207438612782,2
1.2.826.0.1.3680043.8.498.53173579822475854424126184867040523127,4
1.2.826.0.1.3680043.8.498.53174810138171412044410050984734412146,1
1.2.826.0.1.3680043.8.498.53221818460567216467597044606040911702,3
1.2.826.0.1.3680043.8.498.53262958748075737242820629127001253146,3
1.2.826.0.1.3680043.8.498.53271710112621372496324855809391580130,1
1.2.826.0.1.3680043.8.498.53331626867618182966740022261110760133,3
1.2.826.0.1.3680043.8.498.53337684515627962545396495541158882262,0
1.2.826.0.1.3680043.8.498.53343379040681745197301575417064236501,1
1.2.826.0.1.3680043.8.498.53355961816756477601843499985089590263,4
1.2.826.0.1.3680043.8.498.53361558447470435467999344560545063264,2
1.2.826.0.1.3680043.8.498.53370670740736715669115043403494610200,3
1.2.826.0.1.3680043.8.498.53393741562201846141435914434030220216,2
1.2.826.0.1.3680043.8.498.53408696789721413873026963095773050643,1
1.2.826.0.1.3680043.8.498.53490080963614272234072703760363052476,3
1.2.826.0.1.3680043.8.498.53528011450161116437223332448942321596,0
1.2.826.0.1.3680043.8.498.53579416035647672067965892020505016454,2
1.2.826.0.1.3680043.8.498.53587920256280027683523152568832253423,1
1.2.826.0.1.3680043.8.498.53628897373416863107623485630264501760,2
1.2.826.0.1.3680043.8.498.53649895712172408476570770924813501118,1
1.2.826.0.1.3680043.8.498.53737349894831365159124471910871800583,1
1.2.826.0.1.3680043.8.498.53745429232602455103594227782517963027,0
1.2.826.0.1.3680043.8.498.53792159922324410857755054939229546555,2
1.2.826.0.1.3680043.8.498.53797236075631231042400235117445767744,1
1.2.826.0.1.3680043.8.498.53884715696186989798696544661396487883,4
1.2.826.0.1.3680043.8.498.53893586200869613140666806653041177558,2
1.2.826.0.1.3680043.8.498.53901077733518036755308692304268815965,3
1.2.826.0.1.3680043.8.498.53963759852017695930808272438606800422,1
1.2.826.0.1.3680043.8.498.53968943793571323467397128102531786394,3
1.2.826.0.1.3680043.8.498.54000782656400326230944526201670909133,0
1.2.826.0.1.3680043.8.498.54030363830629950591221870797594277092,3
1.2.826.0.1.3680043.8.498.54049224487950229496345484554581532711,3
1.2.826.0.1.3680043.8.498.54099199514076260519579096546600505763,0
1.2.826.0.1.3680043.8.498.54100786607660749952814251186461344633,1
1.2.826.0.1.3680043.8.498.54101830029742852876183926998159899424,2
1.2.826.0.1.3680043.8.498.54132814503202891434380002378663763655,0
1.2.826.0.1.3680043.8.498.54138747504377266740838999528964336002,4
1.2.826.0.1.3680043.8.498.54142170846176833568961426171739782214,1
1.2.826.0.1.3680043.8.498.54164004416963296439322252627774426375,0
1.2.826.0.1.3680043.8.498.54202117421897784469771192940597638508,3
1.2.826.0.1.3680043.8.498.54270039578867689669466339980682684126,3
1.2.826.0.1.3680043.8.498.54280954106925918796002359856408530043,0
1.2.826.0.1.3680043.8.498.54306467780023777062920737767581126383,3
1.2.826.0.1.3680043.8.498.54316764984549863227549326352573342232,0
1.2.826.0.1.3680043.8.498.54336962625483046366337626878609850219,1
1.2.826.0.1.3680043.8.498.54374735423703474541190464716308417985,3
1.2.826.0.1.3680043.8.498.54394066317295451515247748115888976860,4
1.2.826.0.1.3680043.8.498.54427039222108917725902677899081931510,2
1.2.826.0.1.3680043.8.498.54448516923758211534546401490623824012,4
1.2.826.0.1.3680043.8.498.54451515695681765924346479727204451807,4
1.2.826.0.1.3680043.8.498.54482848766921329667469114743547203929,0
1.2.826.0.1.3680043.8.498.54483132338261866032495309977418409299,2
1.2.826.0.1.3680043.8.498.54539703415639765348239790227512479583,3
1.2.826.0.1.3680043.8.498.54589880111295324708950851057241927191,1
1.2.826.0.1.3680043.8.498.54619696938940618755334224550745735815,2
1.2.826.0.1.3680043.8.498.54628782412849994943720963251113534589,1
1.2.826.0.1.3680043.8.498.54662745951809363774369202018332309887,1
1.2.826.0.1.3680043.8.498.54669065204808162914386927559244866557,2
1.2.826.0.1.3680043.8.498.54689086194769265957947122616025330642,4
1.2.826.0.1.3680043.8.498.54693572065777563403567480644050627025,2
1.2.826.0.1.3680043.8.498.54699196872730350880681018674893216245,3
1.2.826.0.1.3680043.8.498.54711709751232783991855540573189433446,4
1.2.826.0.1.3680043.8.498.54755249425443469939742671497042113665,0
1.2.826.0.1.3680043.8.498.54761306437713414745748829128854749469,0
1.2.826.0.1.3680043.8.498.54792838438079861454532183998999249213,3
1.2.826.0.1.3680043.8.498.54833384793167149128371137537527194757,3
1.2.826.0.1.3680043.8.498.54866613282412053616997257524944654864,1
1.2.826.0.1.3680043.8.498.54977581323931277817074741182670080450,2
1.2.826.0.1.3680043.8.498.55008913229055942530957507434366806883,4
1.2.826.0.1.3680043.8.498.55015061060346597564205577461227720715,0
1.2.826.0.1.3680043.8.498.55022631713888448062201243978634363406,3
1.2.826.0.1.3680043.8.498.55061039227197546099231336400032878562,2
1.2.826.0.1.3680043.8.498.55065105486648830377200570585789726800,4
1.2.826.0.1.3680043.8.498.55067956175569778132589128971795053431,2
1.2.826.0.1.3680043.8.498.55105303802677863700162285680213496441,2
1.2.826.0.1.3680043.8.498.55183153701332792661581741475876132309,4
1.2.826.0.1.3680043.8.498.55202459816190607876303419067810637245,0
1.2.826.0.1.3680043.8.498.55300053252365037422745072128951402593,1
1.2.826.0.1.3680043.8.498.55332521421041708438748125666498042763,3
1.2.826.0.1.3680043.8.498.55344075316305815718253234447285669886,2
1.2.826.0.1.3680043.8.498.55344353927048912237233441917779875587,2
1.2.826.0.1.3680043.8.498.55346033326903331672579723063380636237,2
1.2.826.0.1.3680043.8.498.55397602116058381866334455456729470963,4
1.2.826.0.1.3680043.8.498.55415479446253262335685494509470808516,1
1.2.826.0.1.3680043.8.498.55461938012492393262172182405932212246,3
1.2.826.0.1.3680043.8.498.55583505147281684100202399148099429721,4
1.2.826.0.1.3680043.8.498.55586358833903787781826406120068237870,2
1.2.826.0.1.3680043.8.498.55653770127824574123236841437998533498,0
1.2.826.0.1.3680043.8.498.55687452977471862155042703116192295932,0
1.2.826.0.1.3680043.8.498.55700532609077428304194916132759352518,4
1.2.826.0.1.3680043.8.498.55713753582074871470943388423906540792,3
1.2.826.0.1.3680043.8.498.55729193057949125029301812320609764642,2
1.2.826.0.1.3680043.8.498.55771181380353653474896884649540028856,4
1.2.826.0.1.3680043.8.498.55808772152667135571939417929724526296,1
1.2.826.0.1.3680043.8.498.55850385284038070407841702672827533728,3
1.2.826.0.1.3680043.8.498.55856308312040330141050707531982127791,2
1.2.826.0.1.3680043.8.498.55861544093014499478739864837675161978,0
1.2.826.0.1.3680043.8.498.55887747667305814945719986974538814207,0
1.2.826.0.1.3680043.8.498.55927741980493661714408715886641034285,4
1.2.826.0.1.3680043.8.498.55930031395651221279170435293900769500,2
1.2.826.0.1.3680043.8.498.55971152627433130850649668964887611410,4
1.2.826.0.1.3680043.8.498.55971241672517044174019654998425819738,2
1.2.826.0.1.3680043.8.498.55991293001848799160041967098772087659,2
1.2.826.0.1.3680043.8.498.56016606949603829995818303105991224499,0
1.2.826.0.1.3680043.8.498.56045687004558569005240775213510192805,1
1.2.826.0.1.3680043.8.498.56054334296747411394367010227992359191,4
1.2.826.0.1.3680043.8.498.56061505201159269536816810086342635391,3
1.2.826.0.1.3680043.8.498.56091473614612257999053529249190958828,1
1.2.826.0.1.3680043.8.498.56146582420561901778012523946835033628,4
1.2.826.0.1.3680043.8.498.56156923369480999484275191793049573490,3
1.2.826.0.1.3680043.8.498.56170570792418244380186761574367557535,3
1.2.826.0.1.3680043.8.498.56188634971310070481285525830793231849,1
1.2.826.0.1.3680043.8.498.56216873861595017403772627709751840588,3
1.2.826.0.1.3680043.8.498.56266280744044680626884459696038109616,2
1.2.826.0.1.3680043.8.498.56269695574661037525483516531194514456,0
1.2.826.0.1.3680043.8.498.56305445410093481072159375249067050124,0
1.2.826.0.1.3680043.8.498.56385473079196655120993854770623075553,0
1.2.826.0.1.3680043.8.498.56428314239264997930645427543149285770,4
1.2.826.0.1.3680043.8.498.56474364950531483257947155855279443851,3
1.2.826.0.1.3680043.8.498.56497268548664917337130798701015887461,0
1.2.826.0.1.3680043.8.498.56506415277488978301157490514745400410,1
1.2.826.0.1.3680043.8.498.56512564464301544960446419143135447363,0
1.2.826.0.1.3680043.8.498.56513276339820682030546599321915304265,3
1.2.826.0.1.3680043.8.498.56564801707939049324472369774251260607,0
1.2.826.0.1.3680043.8.498.56575942633137496743464648679775042979,0
1.2.826.0.1.3680043.8.498.56628956454784173189908113425348977923,1
1.2.826.0.1.3680043.8.498.56686055146646210144964207684044815006,0
1.2.826.0.1.3680043.8.498.56715311294415711253166312546942356882,4
1.2.826.0.1.3680043.8.498.56751453017492477106384704540803963879,1
1.2.826.0.1.3680043.8.498.56762592839620371588520593573846414860,0
1.2.826.0.1.3680043.8.498.56786556618312090924315296993756843070,2
1.2.826.0.1.3680043.8.498.56796622077427019119540733986070534126,3
1.2.826.0.1.3680043.8.498.56798070549054124854685511360777559033,0
1.2.826.0.1.3680043.8.498.56814987912934301686833132930648230999,4
1.2.826.0.1.3680043.8.498.56839374698050163738039760889156066445,4
1.2.826.0.1.3680043.8.498.56880070152758706555016296832842012883,4
1.2.826.0.1.3680043.8.498.56882015310689536014061315110969323429,2
1.2.826.0.1.3680043.8.498.56893426177755960410197244250599230068,1
1.2.826.0.1.3680043.8.498.56894990686683651282564584582335346350,3
1.2.826.0.1.3680043.8.498.56915079210789596803972894081756325026,3
1.2.826.0.1.3680043.8.498.56939860329243258146102948466697018543,1
1.2.826.0.1.3680043.8.498.56945039212126810522718038626526579591,4
