StudyInstanceUID,fold
1.2.826.0.1.3680043.8.498.37046961643473249831189497076699393868,4
1.2.826.0.1.3680043.8.498.37057548998853865829402084168010676727,1
1.2.826.0.1.3680043.8.498.37110727485959679337431199930441321268,2
1.2.826.0.1.3680043.8.498.37147839676713817130306478240352601535,0
1.2.826.0.1.3680043.8.498.37210322466522537523056852160944888029,3
1.2.826.0.1.3680043.8.498.37257728513136112802363958568529758895,3
1.2.826.0.1.3680043.8.498.37270291131952413969044156276264153316,2
1.2.826.0.1.3680043.8.498.37332768072749723117839591872457536315,3
1.2.826.0.1.3680043.8.498.37347132459817985668038603215490355489,4
1.2.826.0.1.3680043.8.498.37371365833775442014007234936409739360,0
1.2.826.0.1.3680043.8.498.37390494423735156928337187351900345080,2
1.2.826.0.1.3680043.8.498.37392127307867238524251864751713143683,2
1.2.826.0.1.3680043.8.498.37413349933694832641902637847629969234,0
1.2.826.0.1.3680043.8.498.37427993203943111265113924891058049338,4
1.2.826.0.1.3680043.8.498.37432328401993499374675847888297416449,1
1.2.826.0.1.3680043.8.498.37438631765770807892914198396852544668,4
1.2.826.0.1.3680043.8.498.37447511763482014027579634343525200849,4
1.2.826.0.1.3680043.8.498.37463970179664003092832463732043124908,0
1.2.826.0.1.3680043.8.498.37485075271886447709158414670394650122,3
1.2.826.0.1.3680043.8.498.37508036912473928281276902883575142611,0
1.2.826.0.1.3680043.8.498.37510478969810784660124747242051166554,0
1.2.826.0.1.3680043.8.498.37519350121906786941281770770693979271,0
1.2.826.0.1.3680043.8.498.37558426555271635608942179071280432530,0
1.2.826.0.1.3680043.8.498.37572710131396388050286115883363501023,1
1.2.826.0.1.3680043.8.498.37580209294522316445963449455348371815,1
1.2.826.0.1.3680043.8.498.37591186611460576939009950935820113903,2
1.2.826.0.1.3680043.8.498.37591590536870291237852764995372956522,3
1.2.826.0.1.3680043.8.498.37633035024065331400434438202028794597,3
1.2.826.0.1.3680043.8.498.37644754953609976838298110418046213654,2
1.2.826.0.1.3680043.8.498.37695832484726177391252504639155717084,1
1.2.826.0.1.3680043.8.498.37713008080610827760634302982073393454,0
1.2.826.0.1.3680043.8.498.37729566534337521443213426693965453255,0
1.2.826.0.1.3680043.8.498.37782918081276484321055690005029111967,1
1.2.826.0.1.3680043.8.498.37833587429731221455928642963031995680,3
1.2.826.0.1.3680043.8.498.37838990693631869129590283596686992710,0
1.2.826.0.1.3680043.8.498.37846940236952007502147453013489359606,4
1.2.826.0.1.3680043.8.498.37862788793597360072184753016994526122,4
1.2.826.0.1.3680043.8.498.37879265071349098151803248077034280617,1
1.2.826.0.1.3680043.8.498.37885316830093262977685802809269466252,2
1.2.826.0.1.3680043.8.498.37921127120678939078868474340027123335,0
1.2.826.0.1.3680043.8.498.37936061471366103885185528435327650981,3
1.2.826.0.1.3680043.8.498.37969790195791584440906553207150666923,3
1.2.826.0.1.3680043.8.498.38005916106577944091708997377832932938,4
1.2.826.0.1.3680043.8.498.38010459551726691601986492657296948013,4
1.2.826.0.1.3680043.8.498.38013372055010421273425628837282557767,2
1.2.826.0.1.3680043.8.498.38039631093067555454700266397073080430,3
1.2.826.0.1.3680043.8.498.38056024157303576597111203925091929489,1
1.2.826.0.1.3680043.8.498.38069035744880456154810472748123499221,3
1.2.826.0.1.3680043.8.498.38085359363401170553191582038767900323,0
1.2.826.0.1.3680043.8.498.38095098835657518803781210111463995296,1
1.2.826.0.1.3680043.8.498.38104228771638294693272534500734878990,2
1.2.826.0.1.3680043.8.498.38173249623713271734596884672770674290,4
1.2.826.0.1.3680043.8.498.38224750236138877853888930317337541394,1
1.2.826.0.1.3680043.8.498.38233845434092134418342290639986261345,0
1.2.826.0.1.3680043.8.498.38238963443939714344730201261512911003,4
1.2.826.0.1.3680043.8.498.38272345519163551901865251730721530169,3
1.2.826.0.1.3680043.8.498.38303182087206935163155565441234078389,3
1.2.826.0.1.3680043.8.498.38303307720827621886420004896097661262,1
1.2.826.0.1.3680043.8.498.38306262614552497897681886368029860358,2
1.2.826.0.1.3680043.8.498.38325494489236992123219618004392575979,3
1.2.826.0.1.3680043.8.498.38333934623775971943734069301776225018,3
1.2.826.0.1.3680043.8.498.38361762550587464310603057450403132552,3
1.2.826.0.1.3680043.8.498.38365187857616428023213060377488046375,4
1.2.826.0.1.3680043.8.498.38373204312077453422262347769111605003,2
1.2.826.0.1.3680043.8.498.38420384692181444061893234153745102059,2
1.2.826.0.1.3680043.8.498.38427680930662301114332563903957471851,1
1.2.826.0.1.3680043.8.498.38457315909459574570206119213798163082,2
1.2.826.0.1.3680043.8.498.38485168845116671268554752030254772359,1
1.2.826.0.1.3680043.8.498.38518069950656326194016175319535174299,4
1.2.826.0.1.3680043.8.498.38528511947818361078957998546327084024,2
1.2.826.0.1.3680043.8.498.38554121831397903041461691318968151267,2
1.2.826.0.1.3680043.8.498.38567342184301320850258918666303107813,4
1.2.826.0.1.3680043.8.498.38584486469155131627808759862008577200,2
1.2.826.0.1.3680043.8.498.38591915802992557518846862828618375715,2
1.2.826.0.1.3680043.8.498.38593351637971248239815933638950449587,3
1.2.826.0.1.3680043.8.498.38617606118499305781729905815407382451,2
1.2.826.0.1.3680043.8.498.38628165743951175602803204505216754926,2
1.2.826.0.1.3680043.8.498.38655145317957160440692625317823254736,0
1.2.826.0.1.3680043.8.498.38701927697650476092773702704871872598,4
1.2.826.0.1.3680043.8.498.38702677049080452580748506476598606517,2
1.2.826.0.1.3680043.8.498.38717329577625255474350472405748992219,2
1.2.826.0.1.3680043.8.498.38750761816114659458563557493234655604,1
1.2.826.0.1.3680043.8.498.38774313460931748278644354956408578813,1
1.2.826.0.1.3680043.8.498.38795933423959135237935740989825843893,1
1.2.826.0.1.3680043.8.498.38796519786809225694393617946244012065,0
1.2.826.0.1.3680043.8.498.38844149478205202385909887748058004820,0
1.2.826.0.1.3680043.8.498.38862475907405766248096419059100131863,2
1.2.826.0.1.3680043.8.498.38870467957974446108337293912930572060,0
1.2.826.0.1.3680043.8.498.38893522232848525819919092148478879455,3
1.2.826.0.1.3680043.8.498.38898732985465285166803609252960353405,0
1.2.826.0.1.3680043.8.498.38900640030483599614088224967855884221,4
1.2.826.0.1.3680043.8.498.38912715505731269998129663552068223373,2
1.2.826.0.1.3680043.8.498.38925755872951351471027638563742132144,2
1.2.826.0.1.3680043.8.498.38928323954764175259962816410233336718,0
1.2.826.0.1.3680043.8.498.38935694477580522005505074220300062204,4
1.2.826.0.1.3680043.8.498.38940868544480800333574786964232944756,1
1.2.826.0.1.3680043.8.498.38974023308452365783768081643215200948,1
1.2.826.0.1.3680043.8.498.38981318408220047366318316620365040799,4
1.2.826.0.1.3680043.8.498.39020025030013167602991688044932114354,0
1.2.826.0.1.3680043.8.498.39020232951771672617852805188845504161,1
1.2.826.0.1.3680043.8.498.39025433784711757736168236829157583043,4
1.2.826.0.1.3680043.8.498.39064406065534097226924475518005522427,0
1.2.826.0.1.3680043.8.498.39068632185013624181565849012182917752,4
1.2.826.0.1.3680043.8.498.39070169128115370701189151138307035053,1
1.2.826.0.1.3680043.8.498.39135770176150551756142329948474103964,4
1.2.826.0.1.3680043.8.498.39190090804401525573012570218955054016,2
1.2.826.0.1.3680043.8.498.39197976722851762826265579540678924584,2
1.2.826.0.1.3680043.8.498.39250844287482885227700969308333354206,4
1.2.826.0.1.3680043.8.498.39264696726258404531295961801831089064,4
1.2.826.0.1.3680043.8.498.39275838957651450909114440721012584183,1
1.2.826.0.1.3680043.8.498.39324076659429494696721784912308233388,2
1.2.826.0.1.3680043.8.498.39375796600811714870169173423682043709,2
1.2.826.0.1.3680043.8.498.39394842976048577715164357752399606924,1
1.2.826.0.1.3680043.8.498.39399668753650041254826892657562722764,4
1.2.826.0.1.3680043.8.498.39468803878805753474151381590569125402,2
1.2.826.0.1.3680043.8.498.39500553372517290823815606829518305500,0
1.2.826.0.1.3680043.8.498.39507184510584030713933330702725991027,2
1.2.826.0.1.3680043.8.498.39547752108509751520306190293259313911,2
1.2.826.0.1.3680043.8.498.39578126940710463296572383286587298912,4
1.2.826.0.1.3680043.8.498.39624624539323722688093816284210287611,1
1.2.826.0.1.3680043.8.498.39636073039676814228254715705296535819,0
1.2.826.0.1.3680043.8.498.39642276506855996181597769215091644995,3
1.2.826.0.1.3680043.8.498.39787654910948635229369478006027304578,0
1.2.826.0.1.3680043.8.498.39799597341675508044808282472428242917,1
1.2.826.0.1.3680043.8.498.39845300426582562781355154625767485381,0
1.2.826.0.1.3680043.8.498.39875636232483792306109110284167439592,3
1.2.826.0.1.3680043.8.498.39895705984068714346274689335576595443,3
1.2.826.0.1.3680043.8.498.39932424305167611414527482641898907759,0
1.2.826.0.1.3680043.8.498.39954567501513957418422043089587980092,4
1.2.826.0.1.3680043.8.498.39959632509842689058626880477779808473,4
1.2.826.0.1.3680043.8.498.39969071491383654382076256213867635377,2
1.2.826.0.1.3680043.8.498.40036526071307024601256787605725348112,0
1.2.826.0.1.3680043.8.498.40041164441539690764994039690598305675,3
1.2.826.0.1.3680043.8.498.40086005762552976451418579375198597540,3
1.2.826.0.1.3680043.8.498.40131899651518057045444739705301716085,3
1.2.826.0.1.3680043.8.498.40154708689850542672289658249059660788,3
1.2.826.0.1.3680043.8.498.40196271329411009311273016603705560443,3
1.2.826.0.1.3680043.8.498.40223239401390462911823193489179244754,0
1.2.826.0.1.3680043.8.498.40239104167848425290754606013326180693,0
1.2.826.0.1.3680043.8.498.40254123984175499564145728084464192446,4
1.2.826.0.1.3680043.8.498.40257126480600927758308319831518876543,4
1.2.826.0.1.3680043.8.498.40269807401373034066229810558300266830,0
1.2.826.0.1.3680043.8.498.40308838286515017547707130085914948230,3
1.2.826.0.1.3680043.8.498.40317527233615709136328116805254969837,1
1.2.826.0.1.3680043.8.498.40372643537313871452054321931253684619,2
1.2.826.0.1.3680043.8.498.40386781168330493993852288092654487818,0
1.2.826.0.1.3680043.8.498.40419759559020255481034237210540871312,0
1.2.826.0.1.3680043.8.498.40436886205373732563782477802719203679,4
1.2.826.0.1.3680043.8.498.40437305053062892226978469238653825745,0
1.2.826.0.1.3680043.8.498.40441879276927383122480339472406105572,2
1.2.826.0.1.3680043.8.498.40487147942341753806704765355921322161,3
1.2.826.0.1.3680043.8.498.40533893516114346078820881178450524201,0
1.2.826.0.1.3680043.8.498.40547250250566982489293057895661861722,1
1.2.826.0.1.3680043.8.498.40576954651310602807432132614823906315,0
1.2.826.0.1.3680043.8.498.40608233778918249560056537030108548037,1
1.2.826.0.1.3680043.8.498.40612173652156509478338094582396889655,4
1.2.826.0.1.3680043.8.498.40618283771317160262473004328692613267,2
1.2.826.0.1.3680043.8.498.40627043074325458726412346974457616938,4
1.2.826.0.1.3680043.8.498.40654763252951267464957826289984701872,4
1.2.826.0.1.3680043.8.498.40703974473944295875248011843170371394,2
1.2.826.0.1.3680043.8.498.40718200801895968234499223301900799376,1
1.2.826.0.1.3680043.8.498.40723835064354784133289444204866484476,3
1.2.826.0.1.3680043.8.498.40765829900885943055669918091033014654,3
1.2.826.0.1.3680043.8.498.40823842819404259265489417470859248075,4
1.2.826.0.1.3680043.8.498.40828786094337186697222449293183309391,3
1.2.826.0.1.3680043.8.498.40837296112545776586904280088902000849,4
1.2.826.0.1.3680043.8.498.40898220266193841898869905714214454387,1
1.2.826.0.1.3680043.8.498.40910368031948275476880475208016058754,3
1.2.826.0.1.3680043.8.498.40930045208346676628855922755791787949,0
1.2.826.0.1.3680043.8.498.40967435550546093348221485942169879116,4
1.2.826.0.1.3680043.8.498.40987687016832998820664054439678138878,1
1.2.826.0.1.3680043.8.498.40994616246264625946610553907227975893,2
1.2.826.0.1.3680043.8.498.41036022211588451079713314564568887994,1
1.2.826.0.1.3680043.8.498.41057428195711190931490429649014776496,1
1.2.826.0.1.3680043.8.498.41108421820714108307078614688022098388,3
1.2.826.0.1.3680043.8.498.41124244151692842048993594448992046260,3
1.2.826.0.1.3680043.8.498.41129090437522031508960438281451672212,3
1.2.826.0.1.3680043.8.498.41197678541534079475667407055098243437,2
1.2.826.0.1.3680043.8.498.41240503248178304281405515398211762506,4
1.2.826.0.1.3680043.8.498.41254472410580125134596211010943842213,1
1.2.826.0.1.3680043.8.498.41315359092354940082611381451934245995,1
1.2.826.0.1.3680043.8.498.41326575785634778198143222323166756210,4
1.2.826.0.1.3680043.8.498.41363979247025384202932112601795525615,1
1.2.826.0.1.3680043.8.498.41366889271483886167284378157366992074,0
1.2.826.0.1.3680043.8.498.41382780862853765983216810855531499640,4
1.2.826.0.1.3680043.8.498.41439889720274233955076963938741061358,2
1.2.826.0.1.3680043.8.498.41440206520769979754790425253631809212,2
1.2.826.0.1.3680043.8.498.41454762422897656673710145732036115764,0
1.2.826.0.1.3680043.8.498.41564229176277158115386256329157870722,0
1.2.826.0.1.3680043.8.498.41587640208769641326416798167574152049,1
1.2.826.0.1.3680043.8.498.41600498783384864111179175518614837125,4
1.2.826.0.1.3680043.8.498.41605033773891953796694219242501252567,4
1.2.826.0.1.3680043.8.498.41619164749467663852546208143469380415,1
1.2.826.0.1.3680043.8.498.41623512571866040054960002151226127775,2
1.2.826.0.1.3680043.8.498.41640481150213029810772014344448781554,1
1.2.826.0.1.3680043.8.498.41657361598083583047831423768034379414,2
1.2.826.0.1.3680043.8.498.41662013720606493874198348776219875496,2
1.2.826.0.1.3680043.8.498.41672145969790132883562432403529293545,2
1.2.826.0.1.3680043.8.498.41696746845418651508748386392327996143,0
1.2.826.0.1.3680043.8.498.41698150452794914665945455397334605778,3
1.2.826.0.1.3680043.8.498.41717437729988689273718049162153247404,3
1.2.826.0.1.3680043.8.498.41751049067043481681879071436091069601,1
1.2.826.0.1.3680043.8.498.41769275806689876192405091865340286535,3
1.2.826.0.1.3680043.8.498.41776233288569201013095816839442161537,0
1.2.826.0.1.3680043.8.498.41810826648175757249770990269365542940,2
1.2.826.0.1.3680043.8.498.41837648239243141231469586963862388683,2
1.2.826.0.1.3680043.8.498.41852534027066121760361035269460584004,3
1.2.826.0.1.3680043.8.498.41854610297797849683195403204758363476,3
1.2.826.0.1.3680043.8.498.41856137734822068230231773222820851271,0
1.2.826.0.1.3680043.8.498.41939824564209194493855981805593285528,4
1.2.826.0.1.3680043.8.498.41990779875873214154237496750949660480,4
1.2.826.0.1.3680043.8.498.42018410640565840140895012243840256810,0
1.2.826.0.1.3680043.8.498.42018683052544325209168649309206539721,2
1.2.826.0.1.3680043.8.498.42023788139360998656558751921918860808,3
1.2.826.0.1.3680043.8.498.42051385452979123325023608442860201782,4
1.2.826.0.1.3680043.8.498.42057349781448469704191384429694247725,4
1.2.826.0.1.3680043.8.498.42120645248710860870761681999665860884,3
1.2.826.0.1.3680043.8.498.42130173624033946465704266507948122088,4
1.2.826.0.1.3680043.8.498.42162585695624963017992042571207363427,3
1.2.826.0.1.3680043.8.498.42221373360893091454504422964928099406,4
1.2.826.0.1.3680043.8.498.42225165085995728538373532053227662192,1
1.2.826.0.1.3680043.8.498.42287188181305579531212818123200473947,0
1.2.826.0.1.3680043.8.498.42389063782063360163798575455522539633,1
1.2.826.0.1.3680043.8.498.42396216793489016293032290339618185275,3
1.2.826.0.1.3680043.8.498.42414269167296543219685897036829241885,2
1.2.826.0.1.3680043.8.498.42476443240785038044326483794941265936,0
1.2.826.0.1.3680043.8.498.42486421970612099441197418307958561877,4
1.2.826.0.1.3680043.8.498.42499092649567991851673654940784921876,2
1.2.826.0.1.3680043.8.498.42566296562794128096734153388840524012,4
1.2.826.0.1.3680043.8.498.42580107838226807862930203257414265276,4
1.2.826.0.1.3680043.8.498.42587087495729026068405824960397052997,2
1.2.826.0.1.3680043.8.498.42598518026540237824479232797503218019,0
1.2.826.0.1.3680043.8.498.42609322631348207494943622999125822017,3
1.2.826.0.1.3680043.8.498.42634709955067416383713194799683605006,3
1.2.826.0.1.3680043.8.498.42719592405241698450757802131459694665,4
1.2.826.0.1.3680043.8.498.42768603719459834345001093623865167866,0
1.2.826.0.1.3680043.8.498.42776652100045349404152232788825670056,2
1.2.826.0.1.3680043.8.498.42778524243264061817587398263842942394,3
1.2.826.0.1.3680043.8.498.42816339547796375466199938922141987775,1
1.2.826.0.1.3680043.8.498.42829490507052740062127365747846030214,4
1.2.826.0.1.3680043.8.498.42847376403722341195083350288786052637,3
1.2.826.0.1.3680043.8.498.42887028634948156598417204377884297339,0
1.2.826.0.1.3680043.8.498.42896117106271721157113072562739356381,2
1.2.826.0.1.3680043.8.498.42921593713351589642747633505679170597,3
1.2.826.0.1.3680043.8.498.42942844751304929338846069579289911684,3
1.2.826.0.1.3680043.8.498.42965031665568825650795822006244115609,3
1.2.826.0.1.3680043.8.498.42967970121147528831983176261453235744,0
1.2.826.0.1.3680043.8.498.42990542863216044717944418712887800295,4
1.2.826.0.1.3680043.8.498.43014288535685961874615794778401152033,1
1.2.826.0.1.3680043.8.498.43046713539641995841029654207663845887,4
1.2.826.0.1.3680043.8.498.43065391907984821806263204343792008938,0
1.2.826.0.1.3680043.8.498.43117007553940146763245418710268028741,4
1.2.826.0.1.3680043.8.498.43127139928509033152155587499980767364,4
1.2.826.0.1.3680043.8.498.43144544376687968624598661376472625623,4
1.2.826.0.1.3680043.8.498.43256282639827216310036033378453939750,0
1.2.826.0.1.3680043.8.498.43256905750043156063416845850825787417,4
1.2.826.0.1.3680043.8.498.43300763182450509440662392516941842389,0
1.2.826.0.1.3680043.8.498.43325226037168674077736336919956196684,0
1.2.826.0.1.3680043.8.498.43339007024446439709455570527734115557,4
1.2.826.0.1.3680043.8.498.43351215447181735764667371462573550267,3
1.2.826.0.1.3680043.8.498.43355923025859051425546451466843844346,3
1.2.826.0.1.3680043.8.498.43412154740072739455825163326814980838,3
1.2.826.0.1.3680043.8.498.43432499267536761263202158662502957684,4
1.2.826.0.1.3680043.8.498.43439413368880313042951208701983487343,3
1.2.826.0.1.3680043.8.498.43442933855807685981061557274166869461,2
1.2.826.0.1.3680043.8.498.43445351322695981909807931874796758490,2
1.2.826.0.1.3680043.8.498.43483537125776347707929354413013709736,1
1.2.826.0.1.3680043.8.498.43587191909319947256183198986671106743,1
1.2.826.0.1.3680043.8.498.43587826365647713044374316837330397375,1
1.2.826.0.1.3680043.8.498.43692339773096477132070133629776394739,1
1.2.826.0.1.3680043.8.498.43709699920591091261137846976272625163,1
1.2.826.0.1.3680043.8.498.43779228281849457650343989788070421822,3
1.2.826.0.1.3680043.8.498.43797037142729611453626414920554246615,1
1.2.826.0.1.3680043.8.498.43832771919542075229536000564653592465,3
1.2.826.0.1.3680043.8.498.43870319732657730742794291443940225011,1
1.2.826.0.1.3680043.8.498.43967752580489865323542041346927244370,4
1.2.826.0.1.3680043.8.498.44002376543340544410495269060824194475,0
1.2.826.0.1.3680043.8.498.44024350801191362011463613321559949052,0
1.2.826.0.1.3680043.8.498.44149403030093858908988179411336839587,1
1.2.826.0.1.3680043.8.498.44239214982361627984688924889728201208,4
1.2.826.0.1.3680043.8.498.44259687212868598275713310246316207497,4
1.2.826.0.1.3680043.8.498.44261256084247541720465769177956875383,0
1.2.826.0.1.3680043.8.498.44321626715626508427287815810252844889,4
1.2.826.0.1.3680043.8.498.44323131330689365651417881352766725366,0
1.2.826.0.1.3680043.8.498.44333089398623004498721836325723633455,3
1.2.826.0.1.3680043.8.498.44350638600163778456163342454087669278,4
1.2.826.0.1.3680043.8.498.44365814642869065241166313231424697474,1
1.2.826.0.1.3680043.8.498.44405554266141576380633014711246118209,4
1.2.826.0.1.3680043.8.498.44417768181231991989438194369583907493,1
1.2.826.0.1.3680043.8.498.44424196147366603683090692394096032727,1
1.2.826.0.1.3680043.8.498.44441813293962885868294317830142850713,0
1.2.826.0.1.3680043.8.498.44476475746458439091354236934188679569,2
1.2.826.0.1.3680043.8.498.44525218699266472141419416162979441275,2
1.2.826.0.1.3680043.8.498.44629238055006732101555855930071163428,0
1.2.826.0.1.3680043.8.498.44654558140536370040701171884970036040,4
1.2.826.0.1.3680043.8.498.44670636848627131733157841382853275817,2
1.2.826.0.1.3680043.8.498.44713330360073884105636085566230396530,3
1.2.826.0.1.3680043.8.498.44733200650377282012534389271385687852,2
1.2.826.0.1.3680043.8.498.44758766790156297849747618145458535803,4
1.2.826.0.1.3680043.8.498.44792591585917525576461101442761037507,2
1.2.826.0.1.3680043.8.498.44863396093454506630473164990623458425,0
1.2.826.0.1.3680043.8.498.44875593707781066742286566388388035791,2
1.2.826.0.1.3680043.8.498.44879085997210091159117906674172231025,2
1.2.826.0.1.3680043.8.498.44879493336213912007673875382158420811,4
1.2.826.0.1.3680043.8.498.44902036121220687805715010480088379768,2
1.2.826.0.1.3680043.8.498.44941174190375343987327566550204051010,2
1.2.826.0.1.3680043.8.498.44996883917122941421301655137158093858,3
1.2.826.0.1.3680043.8.498.45033326048521572717771708818514772861,4
1.2.826.0.1.3680043.8.498.45059917085750212913588683242522799083,0
1.2.826.0.1.3680043.8.498.45072896942121803896760563154385918032,0
1.2.826.0.1.3680043.8.498.45082393649917309927267478072569185694,4
1.2.826.0.1.3680043.8.498.45118217412917282413100913670807141634,1
1.2.826.0.1.3680043.8.498.45170517567841608067443743961197123093,2
1.2.826.0.1.3680043.8.498.45207812477654339877341538582090218293,1
1.2.826.0.1.3680043.8.498.45251306032215692953561852960585282987,0
1.2.826.0.1.3680043.8.498.45273393220765922863913956738614783632,2
1.2.826.0.1.3680043.8.498.45286493874121093392171044034263851961,3
1.2.826.0.1.3680043.8.498.45304570280714567513866386380356988876,4
1.2.826.0.1.3680043.8.498.45316453179223822297459860764883030492,4
1.2.826.0.1.3680043.8.498.45326662718293919909188368237039419949,1
1.2.826.0.1.3680043.8.498.45332185607602495786497298658937575959,4
1.2.826.0.1.3680043.8.498.45367987334597713963053051542179369641,0
1.2.826.0.1.3680043.8.498.45368532788186860828867663606651818835,1
1.2.826.0.1.3680043.8.498.45380312679924593883892686293576260616,4
1.2.826.0.1.3680043.8.498.45392604471538776666611947492530314159,1
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,4
1.2.826.0.1.3680043.8.498.45454539422542821586939369440135728144,2
1.2.826.0.1.3680043.8.498.45462389009834095091353507592651342877,1
1.2.826.0.1.3680043.8.498.45463321406810606039579747001339703552,2
1.2.826.0.1.3680043.8.498.45491168638937605395466251659273753775,3
1.2.826.0.1.3680043.8.498.45504348071514081636909771148066956410,2
1.2.826.0.1.3680043.8.498.45519502487291848581539950159353124045,4
1.2.826.0.1.3680043.8.498.45625191292968830335971647388746041117,2
1.2.826.0.1.3680043.8.498.45630051398709774279703407401383545642,1
1.2.826.0.1.3680043.8.498.45644703214235636656820126625301033696,0
1.2.826.0.1.3680043.8.498.45678969592219293243366784683191701674,4
1.2.826.0.1.3680043.8.498.45755198489211010290512228906807170657,4
1.2.826.0.1.3680043.8.498.45768777378108699271714894225826640121,2
1.2.826.0.1.3680043.8.498.45811964949115542204306831813385709206,4
1.2.826.0.1.3680043.8.498.45862157701704991290669186265816463426,2
1.2.826.0.1.3680043.8.498.45865541491386404818767748310365919685,0
1.2.826.0.1.3680043.8.498.45868806544202339567395643235910857549,4
1.2.826.0.1.3680043.8.498.45894475516096841241467193775629362381,3
1.2.826.0.1.3680043.8.498.45968957856865486437256472516713628614,4
1.2.826.0.1.3680043.8.498.46001596547902477402837300565271742663,1
1.2.826.0.1.3680043.8.498.46016776602328665980436110567854612595,3
1.2.826.0.1.3680043.8.498.46036209147177723970966724006242055397,2
1.2.826.0.1.3680043.8.498.46051119885630602872050329412008545893,2
1.2.826.0.1.3680043.8.498.46052469424267861803032899866428547156,1
1.2.826.0.1.3680043.8.498.46123761840464615814604226041496278995,0
1.2.826.0.1.3680043.8.498.46172451572836863687073454997158931662,0
1.2.826.0.1.3680043.8.498.46222691720198967161306520058359099856,3
1.2.826.0.1.3680043.8.498.46228189366201925238527911905072482095,2
1.2.826.0.1.3680043.8.498.46259494895672269475940484605821837768,4
1.2.826.0.1.3680043.8.498.46268820642949526111807948525363811264,4
1.2.826.0.1.3680043.8.498.46282234455466954264170065462242039568,0
1.2.826.0.1.3680043.8.498.46297226877524853395345229615300658523,0
1.2.826.0.1.3680043.8.498.46305694398420300356121078124030126469,3
1.2.826.0.1.3680043.8.498.46309540159823359540686782651264853894,0
1.2.826.0.1.3680043.8.498.46335849264221717416382765091672040855,3
1.2.826.0.1.3680043.8.498.46407639440476738746130651250276012493,0
1.2.826.0.1.3680043.8.498.46427879286435198611282055405541286766,4
1.2.826.0.1.3680043.8.498.46452612704507986055186132736451572677,4
1.2.826.0.1.3680043.8.498.46491051379327985199309365945879841064,2
1.2.826.0.1.3680043.8.498.46506161284114284997220751358509505380,4
1.2.826.0.1.3680043.8.498.46658713832425741743740258795376270265,4
1.2.826.0.1.3680043.8.498.46700895961751940291334058396794206479,4
1.2.826.0.1.3680043.8.498.46713978512945139851373191422321462143,2
1.2.826.0.1.3680043.8.498.46715670142711601593792518196789347552,0
1.2.826.0.1.3680043.8.498.46745172905542117506863575411125924241,3
1.2.826.0.1.3680043.8.498.46770589129181839292542004762882468541,3
1.2.826.0.1.3680043.8.498.46776367027887983105817631582518625639,4
1.2.826.0.1.3680043.8.498.46797419946872257347118338518757027995,1
1.2.826.0.1.3680043.8.498.46825768767498441994570613185981335949,2
1.2.826.0.1.3680043.8.498.46842734152337184482152392783260161845,4
1.2.826.0.1.3680043.8.498.46884541791777826238103426426267571657,2
1.2.826.0.1.3680043.8.498.46893956584698923808118623450380169212,1
1.2.826.0.1.3680043.8.498.46909729013880708074310736136355969956,2
1.2.826.0.1.3680043.8.498.46925959240037679795735705370016021232,0
1.2.826.0.1.3680043.8.498.47004674612174010017653097242531940431,1
1.2.826.0.1.3680043.8.498.47036446751578280498105392189811189787,0
1.2.826.0.1.3680043.8.498.47061252152535181371772020997295000029,1
1.2.826.0.1.3680043.8.498.47063694709201049930726855357000925037,0
1.2.826.0.1.3680043.8.498.47080537724499166054609508776778189902,4
1.2.826.0.1.3680043.8.498.47094981922544354899183959858078311972,0
1.2.826.0.1.3680043.8.498.47130872195336642107576758658144949813,1
1.2.826.0.1.3680043.8.498.47239511009810375185594384849101241004,3
1.2.826.0.1.3680043.8.498.47255564202539432049700324486197024855,1
1.2.826.0.1.3680043.8.498.47267174205472073784818634988669693642,4
1.2.826.0.1.3680043.8.498.47268599732083036147289040424392838620,3
1.2.826.0.1.3680043.8.498.47336007784831556446570294227732688335,1
1.2.826.0.1.3680043.8.498.47339093185444044578247608022398494955,1
1.2.826.0.1.3680043.8.498.47391919345230380216864709248400573953,3
1.2.826.0.1.3680043.8.498.47449893776425045020340604662487159684,2
1.2.826.0.1.3680043.8.498.47465512474718256570933149642267926825,1
1.2.826.0.1.3680043.8.498.47495385306095610608327984787779011133,3
1.2.826.0.1.3680043.8.498.47531034194300620953276025401018051246,4
1.2.826.0.1.3680043.8.498.47651715105501347255071941051553742767,3
1.2.826.0.1.3680043.8.498.47655269404919497034805209368250028981,0
1.2.826.0.1.3680043.8.498.47666607805434428477774854287399691400,3
1.2.826.0.1.3680043.8.498.47678121014268671436574141288012829166,2
1.2.826.0.1.3680043.8.498.47707670074001059720671838493302874710,3
1.2.826.0.1.3680043.8.498.47753549323738763346112850705924843959,4
1.2.826.0.1.3680043.8.498.47784065888386216103165400551121771174,1
1.2.826.0.1.3680043.8.498.47855330524708374523226349383799712473,2
1.2.826.0.1.3680043.8.498.47864423097056282241181943425451597067,2
1.2.826.0.1.3680043.8.498.47870074144891988520855535250618228390,1
1.2.826.0.1.3680043.8.498.47921753480592595198052407850568677187,2
1.2.826.0.1.3680043.8.498.47925688677871325890380893763458019552,4
1.2.826.0.1.3680043.8.498.47949251060660360953300340380324578835,3
1.2.826.0.1.3680043.8.498.48033467661219494489168041469309669510,1
